epoch,validation_accuracy,hours_elapsed
0,0.20044948905706406,0.0
1,0.6144049763679504,0.7168527781963349
2,0.6836472749710083,1.4334990972942774
3,0.7319135069847107,2.149524511827363
4,0.7584546208381653,2.8658819044298594
5,0.7690496444702148,3.581712523500125
6,0.8138912618160248,4.297770817478497
7,0.8126070201396942,5.0140771002901925
8,0.8367936611175537,5.73059049785137
9,0.8315496444702148,6.447702267501088
10,0.8373287916183472,7.164437353147401
11,0.8619434833526611,7.880810718602605
12,0.8603381812572479,8.59751556985908
13,0.8804580271244049,9.314528847999043
14,0.864190936088562,10.030662825504939
15,0.8669734597206116,10.746985976960925
16,0.889126718044281,11.462663444214398
17,0.8820633590221405,12.178237349390985
18,0.8957619667053223,12.89413007451428
19,0.8968321979045868,13.610153841574984
20,0.8889126777648926,14.326433149377506
21,0.8840967416763306,15.042881569994826
22,0.8946917653083801,15.759596349928113
23,0.9018621742725372,16.476505490475226
24,0.8969391882419586,17.193029503557412
25,0.8903039395809174,17.90925895896223
26,0.8969391882419586,18.625455978049175
27,0.889126718044281,19.34155382566982
28,0.9010060131549834,20.05764193038146
29,0.9049657583236694,20.773830097715056
30,0.8977953791618347,21.48995539221498
31,0.8935145437717438,22.20621082193322
32,0.8909460604190826,22.922534087896352
33,0.9105308055877686,23.63849146723748
34,0.9056078791618347,24.355388802886004
35,0.9006849527359009,25.07211495399475
36,0.9046446979045868,25.78866148147318
37,0.9019691944122314,26.50539958973726
38,0.8999358117580414,27.221932002637125
39,0.9057148993015289,27.93803911851512
40,0.898116409778595,28.65402606626352
41,0.9038955569267273,29.370228993958897
42,0.8960830271244049,30.086790705455677
43,0.9071061611175538,30.80376166721185
44,0.8992936909198761,31.520550058881437
45,0.904751718044281,32.236690730783664
46,0.9015411138534546,32.95344160874684
47,0.9099957048892975,33.670713888804116
48,0.9043236374855042,34.3870254592763
49,0.9099957048892974,35.103069080644175
50,0.9063570201396943,35.819846041003856
51,0.8982234597206116,36.5368378268348
52,0.9052868187427522,37.254323729011745
53,0.9086044430732726,37.972114367816175
54,0.9098886847496033,38.68964841014811
55,0.9209118187427522,39.40624851663907
56,0.8989726006984711,40.12300571825769
57,0.904751718044281,40.83988242665927
58,0.9145976006984711,41.5563186224964
59,0.9184503555297852,42.273149717185234
60,0.9185573756694794,42.98994509087668
61,0.9200556576251984,43.7065881596009
62,0.9075342416763306,44.423182616101364
63,0.904751718044281,45.14021202855639
64,0.9148116409778594,45.85683414094977
65,0.9184503555297852,46.573352684842206
66,0.9026113152503967,47.2895960144202
67,0.912778228521347,48.00578781127929
68,0.9223030805587769,48.72289808366034
69,0.9099957048892975,49.43944895525773
70,0.9212328791618346,50.156074847645236
71,0.916845053434372,50.87298123194112
72,0.9124571979045868,51.58936125331454
73,0.9148116409778595,52.3060581278801
74,0.9191994965076447,53.02255102521842
75,0.921875,53.738772698773275
76,0.9196275770664215,54.45586412959629
77,0.9189854562282562,55.172604466213116
78,0.9140625,55.88855710579289
79,0.9173801243305206,56.605002448823726
80,0.9139554798603058,57.32139039350881
81,0.9171660840511322,58.03714384986296
82,0.909246563911438,58.753642999463615
83,0.9084974229335785,59.4699279661311
84,0.9165239930152894,60.18640028403865
85,0.9211258590221405,60.90394688460562
86,0.9216609597206116,61.62071239259508
87,0.9129922986030579,62.33782537930543
88,0.9119220674037933,63.054080607427494
89,0.9224101006984711,63.77032262477611
90,0.9226241409778596,64.48680610954762
91,0.920911818742752,65.20336814423402
92,0.9272260069847107,65.91978328910139
93,0.9130992889404296,66.63637213322852
94,0.911279946565628,67.35309772895442
95,0.9219820201396942,68.06970862521067
96,0.926904946565628,68.78617174638643
97,0.9244434833526611,69.50292269759709
98,0.9171661138534546,70.21955932584075
99,0.9113869965076447,70.93578718456956
100,0.9202696979045868,71.65244478974077
