epoch,validation_accuracy,hours_elapsed
0,0.2429366409778595,0.0
1,0.659246563911438,0.7272469556331634
2,0.7022688388824463,1.4538066675927903
3,0.7677654027938843,2.1800004618697693
4,0.7906678318977356,2.9052840492460463
5,0.7891695499420166,3.631545576386982
6,0.8347602486610413,4.3577547518412265
7,0.8319777250289917,5.083491053846147
8,0.8585188388824463,5.810400823222268
9,0.8655821681022644,6.538536225027507
10,0.8739297986030579,7.264884397586186
11,0.8745719194412231,7.989168107244704
12,0.8767123222351074,8.711765575144026
13,0.903253436088562,9.438275947703255
14,0.8891267180442809,10.16446816921234
15,0.8940496444702148,10.891941451761458
16,0.9053938388824464,11.617375485897064
17,0.9015411138534546,12.342734605736206
18,0.9154537916183472,13.068313536511528
19,0.9094606041908264,13.793687668906314
20,0.9015411138534546,14.519209436178205
21,0.8927654027938843,15.244282548162673
22,0.9169520735740662,15.969418867429097
23,0.9139554500579834,16.69500821299023
24,0.9128852486610411,17.420761389732366
25,0.8983304500579834,18.145932862626182
26,0.9111729264259338,18.871919735670083
27,0.909246563911438,19.597947950230704
28,0.9210188388824464,20.32326688739988
29,0.9201626777648926,21.04917090667618
30,0.9210188388824464,21.77467719025082
31,0.9019691944122314,22.500615113046432
32,0.9152397513389589,23.22625011338128
33,0.9282962083816528,23.951889146831302
34,0.9227311611175536,24.67798695484797
35,0.9079623222351074,25.403979300922817
36,0.9276540875434875,26.129358721706602
37,0.9190924763679504,26.855017577939574
38,0.9182363152503968,27.580796091159183
39,0.9214469194412231,28.306519942416077
40,0.9150257110595704,29.032925815052447
41,0.9214469194412231,29.75880882673793
42,0.9223030805587769,30.48469510250622
43,0.917380154132843,31.210325715144467
44,0.9182363152503968,31.935799214839932
45,0.9199486374855042,32.661553821828626
46,0.926369845867157,33.38807573848301
47,0.9276540875434875,34.114518693817985
48,0.9244434833526612,34.84083032237159
49,0.9347174763679504,35.5672368297312
50,0.9216609597206116,36.29452424459989
51,0.9227311611175536,37.02215561959478
52,0.9270119667053224,37.7509368818336
53,0.9190924763679504,38.47947646962272
54,0.9342893958091736,39.203533080286455
55,0.9312928318977356,39.92664543456503
56,0.9257277250289916,40.650400289959386
57,0.930008590221405,41.37728690571256
58,0.9252996444702148,42.10406612356504
59,0.9257277250289916,42.83159206695027
60,0.931506872177124,43.55826268911362
61,0.9274400472640992,44.28467499229642
62,0.9297945499420166,45.01045870396826
63,0.9233732819557192,45.73486715316773
64,0.929366409778595,46.46116870072153
65,0.9319349527359008,47.188536968098745
66,0.9225171208381652,47.914899587233855
67,0.9297945499420166,48.64155655132401
68,0.9310787916183472,49.368542030255
69,0.9287242889404296,50.09572963794073
70,0.9347174763679504,50.82253842274346
71,0.9295804500579834,51.54907617648442
72,0.9347174763679504,52.27579947908719
73,0.9383561611175536,53.00083333214125
74,0.9325770735740662,53.724548988474744
75,0.9426369667053224,54.44754395855798
76,0.9338613152503968,55.169930584298235
77,0.9302226305007936,55.89368728862868
78,0.9402825236320496,56.617434919410286
79,0.9375,57.34187152690358
80,0.9325770735740662,58.06554792006811
81,0.9464897513389589,58.79247157719401
82,0.9291523694992064,59.52010482986768
83,0.9287242889404296,60.24720571054354
84,0.9422088861465454,60.975437142981434
85,0.944563329219818,61.70297665781444
86,0.9402825236320496,62.43041896025341
87,0.9235873222351074,63.15740421626304
88,0.927868127822876,63.88442195680407
89,0.9482020735740662,64.61058187749651
90,0.9338613152503968,65.33781847066349
91,0.9377140402793884,66.06446207324664
92,0.9381421208381652,66.78923555334408
93,0.9351455569267272,67.5143694569005
94,0.9381421208381652,68.23950456685489
95,0.941994845867157,68.9662928346793
96,0.9389982819557192,69.69310477018354
97,0.934503436088562,70.42020886580148
98,0.943493127822876,71.14691038476096
99,0.9355736374855042,71.87376870473227
100,0.941994845867157,72.6005912253592
