epoch,validation_accuracy,hours_elapsed
0,0.17487157881259918,0.0
1,0.561001718044281,0.6763937532239489
2,0.5847602486610413,1.352747904790772
3,0.6729452013969421,2.0270620952712166
4,0.6765838861465454,2.7028123102585475
5,0.7416523694992065,3.37889546751976
6,0.7363013625144958,4.0573533301221
7,0.765625,4.731657995449171
8,0.7831763625144958,5.4054133105278
9,0.7940924763679504,6.0799881437752
10,0.7696917653083801,6.753957608011032
11,0.7848886847496033,7.427758531173072
12,0.8103595972061157,8.10130650308397
13,0.8334760069847107,8.77557320210669
14,0.832619845867157,9.449701287812657
15,0.8257705569267273,10.124049134188226
16,0.8232020735740662,10.798649174107444
17,0.8473886847496033,11.473619898690117
18,0.8580907583236694,12.148127262327408
19,0.8373287916183472,12.822918364670539
20,0.8409674763679504,13.497717781398034
21,0.8542380332946777,14.1715887253152
22,0.849743127822876,14.84667998307281
23,0.8587328791618347,15.521210713916357
24,0.8760702013969421,16.19601640191343
25,0.8473886847496033,16.87124680055512
26,0.859375,17.54704745557573
27,0.8670804500579834,18.22171003023784
28,0.8465325236320496,18.896089113619595
29,0.8411815166473389,19.570220550364922
30,0.8583047986030579,20.24586023052533
31,0.8837757110595703,20.92046427792973
32,0.880993127822876,21.596100498769026
33,0.8784246444702148,22.27088914573192
34,0.8910530805587769,22.945240149100623
35,0.877996563911438,23.61972491363684
36,0.8756421208381653,24.294754430452986
37,0.8923373222351074,24.96939265224668
38,0.8634417653083801,25.64281994581222
39,0.8760702013969421,26.315548158089324
40,0.8553082346916199,26.98860806663832
41,0.8527397513389587,27.66181849082313
42,0.8722174763679504,28.334134135312503
43,0.8762842416763306,29.00715981980165
44,0.8782106041908264,29.67984904083941
45,0.8792808055877686,30.352034173541604
46,0.8762842416763306,31.024495365222286
47,0.8910530805587769,31.69692907055219
48,0.8767123222351074,32.369235220352806
49,0.8934075236320496,33.041866846150825
50,0.867508590221405,33.71474543028408
51,0.8835616707801819,34.38699392278989
52,0.8940496444702148,35.059746427602235
53,0.8991866707801819,35.732306747635214
54,0.8979023694992065,36.40519567873743
55,0.8989726305007935,37.07782796223958
56,0.893621563911438,37.75071297738288
57,0.8574486374855042,38.42303683519364
58,0.895119845867157,39.09526859468885
59,0.8889126777648926,39.76763938479953
60,0.8527397513389587,40.44050097386042
61,0.8921232819557191,41.11378855956925
62,0.8771404027938843,41.78657299816609
63,0.890625,42.45952782260047
64,0.882491409778595,43.132605127361096
65,0.863869845867157,43.80565576659309
66,0.8934075236320496,44.47858324964841
67,0.8595890402793884,45.1514911017153
68,0.8857020735740662,45.824068803058736
69,0.9006849527359009,46.4964605126116
70,0.8880565166473389,47.169187207486885
71,0.8961900472640991,47.84132707417011
72,0.9023972749710084,48.51372197151185
73,0.9019691944122314,49.1861579204268
74,0.9006849527359009,49.85849281218317
75,0.8991866707801819,50.53107738289568
76,0.9030393958091736,51.203612559967574
77,0.8921232819557191,51.87839733176761
78,0.8867722749710083,52.554534555541146
79,0.893621563911438,53.22859774145815
80,0.883133590221405,53.902771159675396
81,0.8919092416763306,54.57740526662933
82,0.8964040875434875,55.25172580791843
83,0.8889126777648926,55.92560995254252
84,0.9011130332946776,56.600097953875846
85,0.913741409778595,57.27450581305557
86,0.914383590221405,57.94901194247935
87,0.9030393958091736,58.62373276253541
88,0.8771404027938843,59.29804574860467
89,0.8859161138534546,59.97196848948796
90,0.8797088861465454,60.646789557735126
91,0.8839897513389587,61.32143795112769
92,0.8874143958091736,61.99568950050407
93,0.9006849527359009,62.66975667595863
94,0.8837757110595703,63.3439742992984
95,0.9068921208381652,64.01879500276513
96,0.9041095972061156,64.69318346030182
97,0.901755154132843,65.36767655723625
98,0.8848459124565125,66.0422364250819
99,0.8991866707801819,66.71620514108075
100,0.9053938388824464,67.39055562900172
