epoch,validation_accuracy,hours_elapsed
10,0.828553080558777,7.09859425928858
20,0.885916113853455,14.1968845513132
30,0.873929798603058,21.2993458141883
40,0.910530805587769,28.4008077622122
50,0.911172926425934,35.4977934300237
60,0.913741409778595,42.6005466573768
70,0.906678080558777,49.6968495633205
80,0.883133590221405,56.8183117334048
90,0.915239751338959,63.9278988508383
100,0.919520556926727,71.0365646274884
0,0.179580479860306,0
10,0.83968323469162,6.76923092239433
20,0.88184928894043,13.5408755409718
30,0.892337322235107,20.3047540194458
40,0.913741409778595,27.0879969212082
50,0.914383590221405,33.8574283489916
60,0.907748281955719,40.6294543829891
70,0.932148993015289,47.4178306641844
80,0.930864751338959,54.1755109399557
90,0.928082168102264,60.9334111379915
100,0.913527369499206,67.6840818838941
0,0.196917802095413,0
10,0.829195201396942,6.75395760801103
20,0.848244845867157,13.497717781398
30,0.858304798603058,20.2458602305253
40,0.855950355529785,26.9886080666383
50,0.903895556926727,33.7147454302841
60,0.921446919441223,40.4405009738604
70,0.888056516647339,47.1691872074869
80,0.924015402793884,53.9027711596754
90,0.925299644470215,60.6467895577351
100,0.909888684749603,67.3905556290017
0,0.195419520139694,0
10,0.828981161117554,7.08112583074305
20,0.859375,14.1668407739533
30,0.892337322235107,21.2557706830899
40,0.912457168102264,28.3418286447392
50,0.877996563911438,35.4299751348628
60,0.911386966705322,42.517635025382
70,0.925513684749603,49.6044785506196
80,0.919948637485504,56.6904958395825
90,0.938356161117554,63.7794111537271
100,0.905393838882446,70.8676299558083
0,0.174871578812599,0
10,0.838184952735901,7.13134048587746
20,0.84096747636795,14.2614613001214
30,0.898758590221405,21.3968870810005
40,0.85530823469162,28.5281440748109
50,0.89940071105957,35.6545395263036
60,0.919520556926727,42.7805846360657
70,0.913527369499206,49.9139048588276
80,0.909460604190826,57.0448724967904
90,0.879708886146545,64.1749849332704
100,0.909674644470215,71.3086117159658
0,0.186643838882446,0
10,0.857020556926727,7.08330262574885
20,0.883347630500793,14.1805213408338
30,0.876712322235107,21.2713851804203
40,0.892337322235107,28.3591030415561
50,0.907320201396942,35.4492881227864
60,0.923801362514496,42.5396120768785
70,0.892765402793884,49.6227114929093
80,0.914811670780182,56.7057759933339
90,0.910744845867157,63.7911198241843
100,0.90625,70.8752162666453
0,0.213398978114128,0
10,0.787671208381653,6.78333235919475
20,0.884845912456512,13.5613688290781
30,0.893193483352661,20.3369228898154
40,0.90218323469162,27.1047563385963
50,0.883561670780182,33.8703907698393
60,0.908390402793884,40.6376560064819
70,0.894049644470215,47.4040581030978
80,0.914597630500793,54.1849832157294
90,0.909674644470215,60.9823246149884
100,0.914169549942017,67.7820187369983
0,0.182577058672905,0
10,0.824486315250397,7.12764822496308
20,0.885059952735901,14.2551721732484
30,0.891909241676331,21.3698479512665
40,0.899828791618347,28.4965070905288
50,0.912671208381653,35.6281288197968
60,0.924015402793884,42.741362855302
70,0.905393838882446,49.8671790464057
80,0.90625,56.9991341092189
90,0.921018838882446,64.1293496827285
100,0.906678080558777,71.2601737417777
0,0.256421238183975,0
10,0.837542831897736,6.82524008671443
20,0.881421208381653,13.6489833300643
30,0.897260248661041,20.4701821974251
40,0.882277369499206,27.2983302440908
50,0.867508590221405,34.1372720762094
60,0.852739751338959,40.9690760040283
70,0.891695201396942,47.8038002301587
80,0.895761966705322,54.6500096121099
90,0.922303080558777,61.4782749868764
100,0.92872428894043,68.3014618598753
0,0.190924659371376,0
10,0.76969176530838,7.09658942600091
20,0.880993127822876,14.1942956668801
30,0.888912677764893,21.30372834954
40,0.913527369499206,28.4023362352451
50,0.880136966705322,35.5171438835727
60,0.893621563911438,42.6352079319292
70,0.92594176530838,49.7480175214344
80,0.921446919441223,56.8672973273198
90,0.903895556926727,63.9947588463624
100,0.910744845867157,71.1100611811876
